MLA,326659539,FERRETERIA JASPER,MLA856108009,Burlete Goma Adhesivo Geko 6 Metros Modelo E Marron Jasper,MLA416677,Burletes,$450
MLA,326659539,FERRETERIA JASPER,MLA783637556,Bahco Alicate Corte Lateral 2175-160 Mm Jasper Caballito,MLA30798,Alicates,$1580
MLA,326659539,FERRETERIA JASPER,MLA740715760,Bahco Alicate Corte Lateral 2175-140 Mm Jasper Caballito,MLA30798,Alicates,$1360
MLA,326659539,FERRETERIA JASPER,MLA784592524,Punzon Recto 6mm El Abuelo Mango Recubierto Jasper Caballito,MLA414196,Cinceles y Formones,$390
MLA,326659539,FERRETERIA JASPER,MLA752645986,Black Jack Extractor De Tornillos Set X 5 (1-5)  O610 Jasper,MLA416797,Extractores de Tornillo,$720
MLA,326659539,FERRETERIA JASPER,MLA784592249,Punzon Recto El Abuelo 5mm Mango Recubierto Jasper Caballito,MLA414196,Cinceles y Formones,$350
MLA,326659539,FERRETERIA JASPER,MLA872491740,Tijera Poda 8 Curva Zeex Mango Forrado Jasper,MLA411912,Tijeras de Podar,$900
MLA,326659539,FERRETERIA JASPER,MLA748143926,Serrucho De Poda 150mm Durlock Black Jack Jasper Caballito,MLA48897,Serruchos,$760
MLA,326659539,FERRETERIA JASPER,MLA880323453,Set 7 Piezas Mecha Acero Rapido Ezeta 2-3-4-5-6-7-8mm Jasper,MLA372115,Mechas,$1995
MLA,326659539,FERRETERIA JASPER,MLA846074384,Tornillo Vialro Fix Dorado Madera 3.5 X 20 Mm Jasper,MLA372054,Tornillos,$374
MLA,326659539,FERRETERIA JASPER,MLA762435480,Martillo Bolita Labor 500 Grs Cabo Madera Jasper Caballito,MLA372003,Martillos,$750
MLA,326659539,FERRETERIA JASPER,MLA878093976,Martillo Galponero Tramontina Cabo Madera Saca Clavos Jasper,MLA372003,Martillos,$1150
MLA,326659539,FERRETERIA JASPER,MLA781925563,Punzon Recto 4mm El Abuelo Mango Recubierto Jasper Caballito,MLA414196,Cinceles y Formones,$310
MLA,326659539,FERRETERIA JASPER,MLA805517286,Espatula 100mm Goldblatt Durlock Construccion En Seco Jasper,MLA371991,Espátulas,$995
MLA,326659539,FERRETERIA JASPER,MLA807690766,Cinta Doble Faz 3m Espuma Blanca 24mm X 2mts Interior Jasper,MLA105436,Cintas Adhesivas,$420
MLA,326659539,FERRETERIA JASPER,MLA751431725,Escuadra Magnetica 5 Pulgadas 34 Kg Dogo Soldador Jasper,MLA392338,Escuadras Magnéticas,$990
MLA,326659539,FERRETERIA JASPER,MLA787216184,Llana Plastica Lisa Santa Juana Revestimiento 12x30 Jasper  ,MLA429026,Llanas y Fratachos,$580
MLA,326659539,FERRETERIA JASPER,MLA846082898,Tornillo Vialro Fix Dorado Madera 5 X 35 Mm Jasper,MLA372054,Tornillos,$1045
MLA,326659539,FERRETERIA JASPER,MLA762227466,Disco Diamantado Turbo 115mm Fino 72% Hh Porcelanato Jasper,MLA372119,Discos de Corte,$1500
MLA,326659539,FERRETERIA JASPER,MLA919409146,Spot Embutir Led Philips Blanco Neutro 4000k 5w Jasper,MLA1588,Lámparas de Techo,$850
MLA,326659539,FERRETERIA JASPER,MLA846080611,Tornillo Vialro Fix Dorado Madera 4.5 X 25 Mm Jasper,MLA372054,Tornillos,$649
MLA,326659539,FERRETERIA JASPER,MLA862799407,Juego X 3 Pinza De Fuerza Zeex Jasper Caballito,MLA412520,Otros,$2450
MLA,326659539,FERRETERIA JASPER,MLA846080433,Tornillo Vialro Fix Dorado Madera 5 X 30 Mm Jasper,MLA372054,Tornillos,$946
MLA,326659539,FERRETERIA JASPER,MLA740293459,Bahco Tenaza Carpintero 541d-150mm Jasper Caballito,MLA412605,Tenazas,$1140
MLA,326659539,FERRETERIA JASPER,MLA783640135,Espatula 75mm Goldblatt Durlock Construccion En Seco Jasper,MLA371991,Espátulas,$860
MLA,326659539,FERRETERIA JASPER,MLA820232578,Tijera Pelacables Para Electricista Tolsen Jasper Caballito,MLA412577,Pinzas Pelacables,$1000
MLA,326659539,FERRETERIA JASPER,MLA750565339,Marcador De Polvo Chocla Tira Lineas X 30m Black Jack Jasper,MLA30756,Otros,$820
MLA,326659539,FERRETERIA JASPER,MLA753243702,Pico De Loro Metz 10 Pulgadas Reforzada Jasper Caballito,MLA412583,Pinzas Pico de Loro,$1490
MLA,326659539,FERRETERIA JASPER,MLA851770356,Cadena Cementada Seguridad Nº90 X 70 Cm Jasper Caballito,MLA420073,Cadenas de Seguridad,$1710
MLA,326659539,FERRETERIA JASPER,MLA846197742,Tornillo Vialro Fix Dorado Madera 6 X 50 Mm Jasper,MLA372054,Tornillos,$2002
MLA,326659539,FERRETERIA JASPER,MLA846078709,Tornillo Vialro Fix Dorado Madera 4 X 16 Mm Jasper,MLA372054,Tornillos,$385
MLA,326659539,FERRETERIA JASPER,MLA878182018,Escuadra Acero Inox Con Base Aluminio 25 Cm Tolsen Jasper,MLA429734,Escuadras de Precisión,$1200
MLA,326659539,FERRETERIA JASPER,MLA846078996,Tornillo Vialro Fix Dorado Madera 4.5 X 35 Mm Jasper,MLA372054,Tornillos,$781
MLA,326659539,FERRETERIA JASPER,MLA804455357,Pinza Crimpeadora Rj9 Rj11 Rj 45 + Pelacables B Jackjasper,MLA412520,Otros,$2580
MLA,326659539,FERRETERIA JASPER,MLA846083072,Tornillo Vialro Fix Dorado Madera 5 X 40 Mm Jasper,MLA372054,Tornillos,$1188
MLA,326659539,FERRETERIA JASPER,MLA820233193,Cortahierro Ancho 2 Cms Con Proteccion Art Jasper Caballito,MLA414196,Cinceles y Formones,$760
MLA,326659539,FERRETERIA JASPER,MLA864305648,Plancha Bifera Hierro Para 2 Hornallas Con Tapa S3 Jasper,MLA78318,Biferas,$3300
MLA,326659539,FERRETERIA JASPER,MLA741727929,Flotante A Presión 1   Bronce Regulable P/tanque Agua Jasper,MLA30982,Otros,$2360
MLA,326659539,FERRETERIA JASPER,MLA846080821,Tornillo Vialro Fix Dorado Madera 4.5 X 45 Mm Jasper,MLA372054,Tornillos,$968
MLA,326659539,FERRETERIA JASPER,MLA762115562,Disco Corte Magico Para Metales 115mm Max Rendimiento Jasper,MLA372119,Discos de Corte,$1800
MLA,326659539,FERRETERIA JASPER,MLA745271748,Boquilla 32 Mm Termofusion Teflonada S3 Jasper Caballito,MLA322824,Termofusoras,$800
MLA,326659539,FERRETERIA JASPER,MLA741942469,Prensa G Profesional 3 Pulgadas 75mm Zeex Jasper Caballito,MLA412454,Prensas Sargento,$910
MLA,326659539,FERRETERIA JASPER,MLA846078929,Tornillo Vialro Fix Dorado Madera 4.5 X 20 Mm Jasper,MLA372054,Tornillos,$561
MLA,326659539,FERRETERIA JASPER,MLA919143971,Rodillo Saca Pelusas Tekbond 60hojas X 3 Unidades Jasper,MLA127693,Cepillos de Limpieza,$1350
MLA,326659539,FERRETERIA JASPER,MLA745271563,Boquilla 25 Mm Termofusion Teflonada S3 Jasper Caballito,MLA322824,Termofusoras,$670
MLA,326659539,FERRETERIA JASPER,MLA875823879,Cinta Aisladora 3m 1550 10 Mts X 10 Rollos Blanco Jasper,MLA422401,Cintas Aisladoras,$800
MLA,326659539,FERRETERIA JASPER,MLA821009316,Cepillo Acero P Taladro 16 Mm Descarbonizador Duroll Jasper,MLA417174,Cepillos Rotativos,$200
MLA,326659539,FERRETERIA JASPER,MLA846084057,Tornillo Vialro Fix Dorado Madera 5 X 60 Mm Jasper,MLA372054,Tornillos,$1650
MLA,326659539,FERRETERIA JASPER,MLA762126517,Disco Diamantado Laser 115mm 21% Hh Baldosa Cemento Jasper,MLA372119,Discos de Corte,$430
MLA,326659539,FERRETERIA JASPER,MLA883652369,Pala Plegable Broksol Grande Con Funda Pal 01 Jasper,MLA18390,Otros Accesorios,$2350
MLA,326659539,FERRETERIA JASPER,MLA753242184,Llave Ajustable Metz 10 Pulgadas Reforzada Jasper Caballito,MLA30831,Llaves,$1530
MLA,326659539,FERRETERIA JASPER,MLA767698389,Black Jack Mecha Copa Diamantada Vidrioymármol 10mm Jasper,MLA372115,Mechas,$350
MLA,326659539,FERRETERIA JASPER,MLA750363704,Tijera Corta Tubo Profesional Tawak Apto Sigas Termof Jasper,MLA414156,Tijeras Cortatubos,$1950
MLA,326659539,FERRETERIA JASPER,MLA845692605,Tornillo Tanque Mecha Zincado Azul Platil T1 8x3/4 Jasper,MLA372054,Tornillos,$836
MLA,326659539,FERRETERIA JASPER,MLA754873246,Boya Para Flotante De Presion 1/2 Pulgada Jasper Caballito,MLA30982,Otros,$250
MLA,326659539,FERRETERIA JASPER,MLA782112374,Pinza De Punta Curva Irimo 200mm  Jasper Caballito,MLA412578,Pinzas de Punta,$1530
MLA,326659539,FERRETERIA JASPER,MLA818950417,Cinta Métrica Agrimensor Fibra 30 Metros Jasper Caballito,MLA413985,Cintas Métricas,$1530
MLA,326659539,FERRETERIA JASPER,MLA745271112,Boquilla 20 Mm Termofusion Teflonada S3 Jasper Caballito,MLA322824,Termofusoras,$590
MLA,326659539,FERRETERIA JASPER,MLA783538731,Tenaza Carpintero 7 Pulgadas Black Jack Jasper Caballito,MLA412605,Tenazas,$900
MLA,326659539,FERRETERIA JASPER,MLA762093834,Sierra Punta Widia Madera Aluminio 115mm X 24dientes Jasper ,MLA372119,Discos de Corte,$380
